Department,Course Code,Course Name,Credits,Coordinator Name,Instructor name,Segment Name,Course Slot Code,Class Timings,Room No.
Liberal Arts,LA6900,Feminist Assertions in Telugu Cinema from 1930s to the Current ,3.00,Dr. Indira Jalli,Dr. Indira Jalli,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25", C-LH-5-Capacity:60
Liberal Arts,LA3010,Financial Institutions & Markets,3.00,Dr. Prabheesh K P,Dr. Prabheesh K P,1-6,Q_JAN26-APR26,"Monday-16:00-17:25,Thursday-14:30-15:55", C-LH-5-Capacity:60
Liberal Arts,LA2160,Gen Z Trends in Telugu Cinema from 2000s to the current times,3.00,Dr. Indira Jalli,Dr. Indira Jalli,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25", LHC-14-Capacity:200
Liberal Arts,LA6623,Impact Evaluation,3.00,Dr. Gaurav Dhamija,Dr. Gaurav Dhamija,1-6,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",LA-003 (Capacity -80)
Liberal Arts,LA5320,Indian Economic Development.,3.00,Dr. Badri Narayan Rath,Dr. Badri Narayan Rath,1-6,Q_JAN26-APR26,"Monday-16:00-17:25,Thursday-14:30-15:55",LA-003 (Capacity -80)
Liberal Arts,LA4013,Introduction to Anthropology,1.00,Dr. Haripriya Narasimhan,Dr. Haripriya Narasimhan,3-4,G_JAN26-APR26,"Tuesday-12:00-12:55,Wednesday-12:00-12:55,Friday-12:00-12:55", LHC-14-Capacity:200
Liberal Arts,CA3053,Introduction to Drama and Theatre,1.00,Dr. Anandita Pan,Dr. Anandita Pan,1-2,,,LA005-LA003 on all Saturdays till the end of semester
Liberal Arts,LA1560,Japanese Reading and Writing,1.00,Dr. Anandita Pan,Unspecified,1-2,,," LHC-12-Capacity:200
01 Jan to 16 Jan 2025 every 17:30 to 19:30"
Liberal Arts,CA2070,KONNAKKOL – Indian Classical Vocal Percussion,1.00,Unspecified,Unspecified,5-6,,,LA005-LA003 on all Saturdays till the end of semester
Liberal Arts,LA6580,"Language, Cognition and Computation",3.00,Dr. Prakash Chandra Mondal,Dr. Prakash Chandra Mondal,1-6,AN2_JAN26-APR26,Tuesday-14:30-17:25,LA-003 (Capacity -80)
Liberal Arts,LA6070,Literary and Critical Theory,3.00,Dr. Srirupa Chatterjee,Dr. Srirupa Chatterjee,1-6,AN4_JAN26-APR26,Thursday-14:30-17:25,LA-005 (Capacity - 75)
Liberal Arts,LA5015,MA Dissertation,12.00,Unspecified,Unspecified,1-6,,,No Classroom required
Liberal Arts,CA1025,Madhubani Painting,1.00,Dr. Haripriya Narasimhan,Unspecified,3-4,,,LA005-LA003 on all Saturdays till the end of semester
Liberal Arts,CA2060,Martial Arts- an introduction,1.00,Unspecified,Unspecified,3-4,,,LA005-LA003 on all Saturdays till the end of semester
Liberal Arts,CA3060,"Music, painting, dance, poetry and architecture: Arts  Appreciation",2.00,Unspecified,Unspecified,1-4,,,LA005-LA003 on all Saturdays till the end of semester
Liberal Arts,LA6910,Political Ecology,3.00,Dr. Rashmi Singh,Dr. Rashmi Singh,1-6,,,
Liberal Arts,LA6630,Population and Development,3.00,Dr. Gaurav Dhamija,Dr. Gaurav Dhamija,1-6,LA6630_JAN26-APR26,"Tuesday-14:30-15:55,Friday-14:30-15:55", C-LH-6-Capacity:60
Liberal Arts,LA6080,Positive Psychology,3.00,Dr. Amrita Deb,Dr. Amrita Deb,1-6,LA6080_JAN26-APR26,"Wednesday-09:00-10:25,Thursday-10:31-11:55",Dr. Amrita Deb madam teaching in the office. mail received on 22.01.2026.
Liberal Arts,LA2150,Psychology of Decision-making,1.00,Dr. Mahati Chittem,Dr. Mahati Chittem,3-4,G_JAN26-APR26,"Tuesday-12:00-12:55,Wednesday-12:00-12:55,Friday-12:00-12:55",LHC-11-Capacity:120
Liberal Arts,LA1077,Psychology of Interpersonal  Relationships,1.00,Dr. Mahati Chittem,Dr. Mahati Chittem,1-2,G_JAN26-APR26,"Tuesday-12:00-12:55,Wednesday-12:00-12:55,Friday-12:00-12:55",LHc-07-Capacity:200
Liberal Arts,LA1020,Psychology of Well-being,1.00,Dr. Amrita Deb,Dr. Amrita Deb,3-4,G_JAN26-APR26,"Tuesday-12:00-12:55,Wednesday-12:00-12:55,Friday-12:00-12:55",LHC-08-Capacity:120
Liberal Arts,LA6930,Reading and Writing in Digital Worlds,3.00,Dr. Aalok Dinkar Khandekar,Dr. Aalok Dinkar Khandekar,1-6,LA6930_JAN26-APR26,Thursday-10:30-13:25, C-LH-5-Capacity:60
Liberal Arts,CA5013,Sentiments and Psychology through Indian classical dance,2.00,Dr. Haripriya Narasimhan,Unspecified,3-6,,,LA005-LA003 on all Saturdays till the end of semester
Liberal Arts,LA5200,"Social Exclusion, Social Justice and Development",3.00,Dr. Aardra Surendran,Dr. Aardra Surendran,1-6,LA5200_JAN26-APR26,Wednesday-10:30-13:25,LA-003 (Capacity -80)
Liberal Arts,LA6643,Statistics,3.00,Dr. Neeraj . Kumar,Dr. Neeraj . Kumar,1-6,AN1_JAN26-APR26,Monday-14:30-17:25,LA-005 (Capacity - 75)
Liberal Arts,LA2030,Sustainability under a changing climate,1.00,Dr. Rashmi Singh,Dr. Rashmi Singh,5-6,LA2030_JAN26-APR26,Saturday-10:30-13:25, LHC-04-Capacity:200
Liberal Arts,LA2140,The Social Life of Genes,1.00,Dr. Anindita Majumdar,Dr. Anindita Majumdar,3-4,G_JAN26-APR26,"Tuesday-12:00-12:55,Wednesday-12:00-12:55,Friday-12:00-12:55",LHC-03-Capacity:120
Liberal Arts,LA2190,Introduction to Neurodiversity Studies,1.00,Dr. Subha Ranganathan,Dr. Subha Ranganathan,3-4,G_JAN26-APR26,"Tuesday-12:00-12:55,Wednesday-12:00-12:55,Friday-12:00-12:55",LHC-12-Capacity:200
Liberal Arts,LA6740,Time Series Analysis and Forecasting,3.00,Dr. Dinabandhu Sethi,Dr. Dinabandhu Sethi,1-6,LA6740_JAN26-APR26,"Monday-12:00-13:30,Thursday-12:00-13:30",LA-003 (Capacity -80)
Liberal Arts,LA1780,What’s the Time? Sociology of Time and Temporality,1.00,Dr. Anindita Majumdar,Dr. Anindita Majumdar,1-2,G_JAN26-APR26,"Tuesday-12:00-12:55,Wednesday-12:00-12:55,Friday-12:00-12:55",LHC-08-Capacity:120
Liberal Arts,LA2120,Posthumanism,1.00,Dr. Subha Ranganathan,Dr. Subha Ranganathan,3-6,,"March 13, 5.30-7.30 PM 
March 14, 10-12 and 4-6 PM 
March 20, 5.30-7.30 PM
March 21, 10-12 and 4-6 PM 
April 3, 5.30-7.30 PM",LHC-01-Capacity:72
Materials Science & Metallurgical Engineering,MS5850,Phase Transformations,2.00,Dr. Mayur Vaidya,Dr. Mayur Vaidya,3-6,A_JAN26-APR26,"Monday-09:00-09:55,Wednesday-11:00-11:55,Thursday-10:00-10:55",MSME-LH-3-Capacity:106
Materials Science & Metallurgical Engineering,MS9030,Advanced Materials and Processes,3.00,Dr. Mayur Vaidya,Dr. Deepu J. Babu,1-6,NPTEL Course,NPTEL Course,NPTEL Course
Materials Science & Metallurgical Engineering,MS5800,Advanced Nanofabrication and Characterization Techniques for ,3.00,Dr. Shourya Dutta Gupta,Dr. Shourya Dutta Gupta,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",MSME-LH-2-Capacity:60
Materials Science & Metallurgical Engineering,MS5633,Carbon Capture Utilization and Storage.,3.00,Dr. Deepu J. Babu,Dr. Deepu J. Babu,1-6,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",LHC-07-Capacity:200
Materials Science & Metallurgical Engineering,MS5690,Clean Steel Practices and Technologies,3.00,Dr. Ashok K,Dr. Ashok K,1-6,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",LHC-12-Capacity:200
Materials Science & Metallurgical Engineering,MS5100,Composite Materials,3.00,Dr. Bharat Bhooshan Panigrahi,Dr. Bharat Bhooshan Panigrahi,1-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",MSME-LH-2-Capacity:60
Materials Science & Metallurgical Engineering,MS5973,Computational Thermodynamics and Kinetics.,3.00,Dr. Subhradeep Chatterjee,Dr. Subhradeep Chatterjee,1-6,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",MSME-LH-3-Capacity:106
Materials Science & Metallurgical Engineering,MS5539,Corrosion Science and Engineering,3.00,Dr. Sai Rama Krishna Malladi,Dr. Sai Rama Krishna Malladi,1-6,Online course,Online course,Online course
Materials Science & Metallurgical Engineering,MS3950,Device Fabrication and Processing,3.00,Dr. Chandrasekhar Murapaka,Dr. Chandrasekhar Murapaka,1-6,Q_JAN26-APR26,"Monday-16:00-17:25,Thursday-14:30-15:55",MSME-LH-3-Capacity:106
Materials Science & Metallurgical Engineering,MS2960,Diffraction and Spectroscopy,2.00,Dr. Shourya Dutta Gupta,Dr. Shourya Dutta Gupta,1-4,Thur & Fri 5:30-7 PM,Thur & Fri 5:30-7 PM,MSME-LH-3-Capacity:106
Materials Science & Metallurgical Engineering,MS5960,Diffraction and Spectroscopy.,2.00,Dr. Shourya Dutta Gupta,Dr. Shourya Dutta Gupta,1-4,Thur & Fri 5:30-7 PM,Thur & Fri 5:30-7 PM,MSME-LH-3-Capacity:106
Materials Science & Metallurgical Engineering,MS1054,Digital Fabrication.,2.00,Dr. Rajesh Korla,Dr. Rajesh Korla,3-6,F_JAN26-APR26,"Tuesday-11:00-11:55,Friday-10:00-10:55,Wednesday-14:30-15:29",MSME-LH-1-Capacity:36
Materials Science & Metallurgical Engineering,MS4023,Electronic Structure and Atomistic Modeling of Materials,3.00,Dr. Anuj Goyal,Dr. Anuj Goyal,1-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",LHC-08-Capacity:120
Materials Science & Metallurgical Engineering,MS5023,Electronic Structure and Atomistic Modeling of Materials,3.00,Dr. Anuj Goyal,Dr. Anuj Goyal,1-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",LHC-08-Capacity:120
Materials Science & Metallurgical Engineering,MS5120,Energy Materials and Devices,3.00,Dr. Suresh Perumal,Dr. Suresh Perumal,1-6,B_JAN26-APR26,"Monday-10:00-10:55,Wednesday-09:00-09:55,Thursday-11:00-11:55",MSME-LH-1-Capacity:36
Materials Science & Metallurgical Engineering,MS5720,"High Temperature Materials: Design, Manufacturing ",2.00,Unspecified,Unspecified,1-4,F_JAN26-APR26,"Tuesday-11:00-11:55,Friday-10:00-10:55,Wednesday-14:30-15:29",MSME-LH-3-Capacity:106
Materials Science & Metallurgical Engineering,MS5016,Industrial Lectures,1.00,Dr. Suresh Perumal,Dr. Suresh Perumal,1-6,Lecture,Lecture,Lecture
Materials Science & Metallurgical Engineering,SD5015,Industry Lectures,1.00,Unspecified,Unspecified,1-6,Lecture,Lecture,Lecture
Materials Science & Metallurgical Engineering,MS5380,Interdiffusion in Solids,3.00,Dr. Mayur Vaidya,Dr. Mayur Vaidya,1-6,,,MSME-LH-1-Capacity:36
Materials Science & Metallurgical Engineering,MS3315,Internship,6.00,Dr. Anuj Goyal,Dr. Anuj Goyal,1-6,Internship,Internship,Internship - No Classroom required
Materials Science & Metallurgical Engineering,MS5743,Kinetics of Metallurgical Processes,1.00,Dr. Ashok K,Dr. Ashok K,1-6,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55",MSME-LH-3-Capacity:106
Materials Science & Metallurgical Engineering,MS5480,Machine Learning and Data Analytics in Materials Science,3.00,Dr. Saswata Bhattacharya,"Dr. Saswata Bhattacharya, Dr. Anuj Goyal",1-6,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",MSME-LH-2-Capacity:60
Materials Science & Metallurgical Engineering,MS5450,High Entropy Materials,1.00,Prof. BS Murty,Prof. BS Murty,5-6,,"Tuesday- 18:00 to 19:30, 
Thursday 18:00 to 19:30",LHC-02-Capacity:72
Materials Science & Metallurgical Engineering,MS1940,Materials Chemistry,2.00,Dr. Atul Suresh Deshpande,Dr. Atul Suresh Deshpande,1-4,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",MSME-LH-3-Capacity:106
Materials Science & Metallurgical Engineering,MS5940,Materials Chemistry.,2.00,Dr. Atul Suresh Deshpande,Dr. Atul Suresh Deshpande,1-4,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",MSME-LH-3-Capacity:106
Materials Science & Metallurgical Engineering,MS2041,"Materials Synthesis, Extraction and Characterization Lab",2.00,Dr. Ashok K,"Dr. Deepu J. Babu, Dr. Ranjith Ramadurai, Dr. Ashok K",1-6,MS2041_JAN26-APR26,"Wednesday-17:30-18:55,Wednesday-16:01-17:25",MSME-LH-1-Capacity:36
Materials Science & Metallurgical Engineering,MS5870,Mechanical behavior of Materials,3.00,Dr. Varanasi Rama Srinivas,Dr. Varanasi Rama Srinivas,1-6,B_JAN26-APR26,"Monday-10:00-10:55,Wednesday-09:00-09:55,Thursday-11:00-11:55",MSME-LH-3-Capacity:106
Materials Science & Metallurgical Engineering,MS2870,Mechanical Behaviour of Materials.,3.00,Dr. Varanasi Rama Srinivas,Dr. Varanasi Rama Srinivas,1-6,B_JAN26-APR26,"Monday-10:00-10:55,Wednesday-09:00-09:55,Thursday-11:00-11:55",MSME-LH-3-Capacity:106
Materials Science & Metallurgical Engineering,MS9060,Mechanical behaviours of materials,3.00,Dr. Rajesh Korla,Dr. Rajesh Korla,1-6,NPTEL,NPTEL,NPTEL
Materials Science & Metallurgical Engineering,MS5033,Mesoscale Microstructure Modelling,3.00,Dr. Saswata Bhattacharya,Dr. Saswata Bhattacharya,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",MSME-LH-3-Capacity:106
Materials Science & Metallurgical Engineering,MS5599,Metallurgical Failure Analysis,2.00,Dr. Rajesh Korla,Dr. Rajesh Korla,3-6,Online course,Online course,Online course
Materials Science & Metallurgical Engineering,MS5470,Metallurgy of Welding and Additive Manufacturing,3.00,Dr. Janaki Ram G D,Dr. Janaki Ram G D,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",LHC-02-Capacity:72
Materials Science & Metallurgical Engineering,SD5040,Micro and Nanofabrication,3.00,Dr. Chandrasekhar Murapaka,Dr. Chandrasekhar Murapaka,1-6,Q_JAN26-APR26,"Monday-16:00-17:25,Thursday-14:30-15:55",MSME-LH-3-Capacity:106
Materials Science & Metallurgical Engineering,MS5220,Nature Inspired Materials Engineering,2.00,Dr. Mudrika Khandelwal,Dr. Mudrika Khandelwal,1-4,,,
Materials Science & Metallurgical Engineering,MS2850,Phase Transformations.,2.00,Dr. Mayur Vaidya,Dr. Mayur Vaidya,3-6,A_JAN26-APR26,"Monday-09:00-09:55,Wednesday-11:00-11:55,Thursday-10:00-10:55",MSME-LH-3-Capacity:106
Materials Science & Metallurgical Engineering,MS1230,Physics of Solids – I,3.00,Dr. Suresh Perumal,"Dr. Suresh Perumal, Dr. Ranjith Ramadurai",1-6,D_JAN26-APR26,"Monday-12:00-12:55,Tuesday-09:00-09:55,Friday-11:00-11:55",MSME-LH-3-Capacity:106
Materials Science & Metallurgical Engineering,MS5160,Polymer Science and Engineering,3.00,Dr. Mudrika Khandelwal,Dr. Mudrika Khandelwal,1-6,F_JAN26-APR26,"Tuesday-11:00-11:55,Friday-10:00-10:55,Wednesday-14:30-15:29",MSME-LH-2-Capacity:60
Materials Science & Metallurgical Engineering,MS5013,Practical Approach to TEM,3.00,Dr. Sai Rama Krishna Malladi,Dr. Sai Rama Krishna Malladi,1-6,MS5013_JAN26-APR26,Tuesday-17:31-20:00,MSME-LH-3-Capacity:106
Materials Science & Metallurgical Engineering,MS3305,Project,6.00,Dr. Anuj Goyal,Dr. Anuj Goyal,1-6,Project,Project,Project - No Classroom required
Materials Science & Metallurgical Engineering,MS5520,Recycling and Sustainability of Green Energy Materials,2.00,Dr. Suhash Ranjan Dey,Dr. Suhash Ranjan Dey,1-4,B_JAN26-APR26,"Monday-10:00-10:55,Wednesday-09:00-09:55,Thursday-11:00-11:55",MSME-LH-2-Capacity:60
Materials Science & Metallurgical Engineering,CO3405,Semester Internship,6.00,Unspecified,Unspecified,1-6,Internship,Internship,Internship - No Classroom required
Materials Science & Metallurgical Engineering,MS3405,Semester Internship,6.00,Unspecified,Unspecified,1-6,Internship,Internship,Internship - No Classroom required
Materials Science & Metallurgical Engineering,SD5030,Semiconductor Devices,3.00,Dr. Suresh Kumar Garlapati,Dr. Suresh Kumar Garlapati,1-6,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",MSME-LH-1-Capacity:36
Materials Science & Metallurgical Engineering,SD5021,Semiconductor Devices Characterization Lab,1.00,Dr. Suresh Kumar Garlapati,Dr. Suresh Kumar Garlapati,3-6,Lab,Lab,Lab
Materials Science & Metallurgical Engineering,MS2130,Steelmaking,2.00,Dr. Ashok K,Dr. Ashok K,1-6,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",
Materials Science & Metallurgical Engineering,MS9010,Techniques of Materials Characterization,3.00,Dr. Shourya Dutta Gupta,Dr. Shourya Dutta Gupta,1-6,NPTEL,NPTEL,NPTEL
Materials Science & Metallurgical Engineering,MS5040,Thermo Mechanical Processing of Materials,3.00,Dr. Pinaki Prasad Bhattacharjee,Dr. Pinaki Prasad Bhattacharjee,1-6,NPTEL,NPTEL,NPTEL
Materials Science & Metallurgical Engineering,MS2140,Thermomechanical Processing,2.00,Dr. Pinaki Prasad Bhattacharjee,Dr. Pinaki Prasad Bhattacharjee,1-4,D_JAN26-APR26,"Monday-12:00-12:55,Tuesday-09:00-09:55,Friday-11:00-11:55",MSME-LH-2-Capacity:60
Materials Science & Metallurgical Engineering,MS3300,Thermomechanical Processing,2.00,Dr. Pinaki Prasad Bhattacharjee,Dr. Pinaki Prasad Bhattacharjee,1-4,D_JAN26-APR26,"Monday-12:00-12:55,Tuesday-09:00-09:55,Friday-11:00-11:55",MSME-LH-2-Capacity:60
Materials Science & Metallurgical Engineering,MS5195,Thesis Stage I,12.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Materials Science & Metallurgical Engineering,IC5116,Thesis Stage II,12.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Materials Science & Metallurgical Engineering,MS5295,Thesis Stage II,12.00,Unspecified,Unspecified,1-6,Thesis,Thesis,Thesis - No Classroom required
Materials Science & Metallurgical Engineering,MS5280,Wear and Tribology of Materials,1.00,Dr. Bharat Bhooshan Panigrahi,Dr. Bharat Bhooshan Panigrahi,5-6,F_JAN26-APR26,"Tuesday-11:00-11:55,Friday-10:00-10:55,Wednesday-14:30-15:29",MSME-LH-3-Capacity:106
Mathematics,MA5080,Advanced Programming,3.00,Dr. Balasubramaniam Jayaram,Dr. Balasubramaniam Jayaram,1-6,Q_JAN26-APR26,"Monday-16:00-17:25,Thursday-14:30-15:55",LHC-01-Capacity:72
Mathematics,MA2570,Applied Statistics,3.00,Dr. Arunabha Majumdar,Dr. Arunabha Majumdar,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",LHC-01-Capacity:72
Mathematics,MA4240,Applied Statistics,3.00,Dr. Arunabha Majumdar,Dr. Arunabha Majumdar,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",LHC-01-Capacity:72
Mathematics,MA4051,Basics of Programming,3.00,Dr. Vikas Krishnamurthy,Dr. Vikas Krishnamurthy,1-6,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",MA-01 (Capacity -56)
Mathematics,MA5570,Commutative Algebra,3.00,Dr. Amit Tripathi,Dr. Amit Tripathi,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",MA-01 (Capacity -56)
Mathematics,MA2130,Complex Variables,1.00,Dr. Venkata Ganapathi Narasimha Kumar Ch,Dr. Venkata Ganapathi Narasimha Kumar Ch,3-4,A_JAN26-APR26,"Monday-09:00-09:55,Wednesday-11:00-11:55,Thursday-10:00-10:55",LHC-06-Capacity:320
,,,,Dr. Ramesh G,Dr. Ramesh G,3-4,A_JAN26-APR26,"Monday-09:00-09:55,Wednesday-11:00-11:55,Thursday-10:00-10:55",LHC-04-Capacity:200
Mathematics,MA2101,Convex Optimization,3.00,Dr. Tanmoy Paul,Dr. Tanmoy Paul,1-6,D_JAN26-APR26,"Monday-12:00-12:55,Tuesday-09:00-09:55,Friday-11:00-11:55",MA-02 (Capacity -56)
Mathematics,MA4815,Credited Research Project - III,3.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Mathematics,MA3615,Credited Research Project-I,3.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Mathematics,MA1150,Differential Equations,1.00,Dr. Lakshmi Narayana P A,Dr. Jyotirmoy Rana,3-4,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",LHC-04-Capacity:200
,,,,,Dr. Neeraj Kumar,3-4,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",LHC-06-Capacity:320
,,,,,Dr. Lakshmi Narayana P A,3-4,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",LHC-06-Capacity:320
Mathematics,MA6240,Differential Geometry,3.00,Dr. Dhriti Sundar Patra,Dr. Dhriti Sundar Patra,1-6,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",MA-02 (Capacity -56)
Mathematics,MA1140,Elementary Linear Algebra,1.00,Dr. Tanmoy Paul,"Dr. Mrinmoy Datta, Dr. Tanmoy Paul",1-2,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",LHC-06-Capacity:320
,,,,,,1-2,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",LHC-06-Capacity:320
Mathematics,MA5110,Fourier Analysis and Applications,3.00,Dr. Venku Naidu Dogga,Dr. Venku Naidu Dogga,1-6,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55",MA-114 (Capacity -30)
Mathematics,MA3405,Internship,6.00,Unspecified,Unspecified,1-6,Internship,Internship,Internship - No Classroom required
Mathematics,MA2070,Introduction to Group Theory,1.00,Dr. Amit Tripathi,Dr. Amit Tripathi,5-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",LHC-10-Capacity:72
Mathematics,MA1250,Introduction to Number Theory,3.00,Dr. Neeraj Kumar,Dr. Neeraj Kumar,1-6,Q_JAN26-APR26,"Monday-16:00-17:25,Thursday-14:30-15:55",MA-02 (Capacity -56)
Mathematics,MA2140,Introduction to Statistics,1.00,Dr. Sayantee Jana,Dr. Arunabha Majumdar,1-2,B_JAN26-APR26,"Monday-10:00-10:55,Wednesday-09:00-09:55,Thursday-11:00-11:55",LHC-06-Capacity:320
,,,,,Dr. Sayantee Jana,1-2,B_JAN26-APR26,"Monday-10:00-10:55,Wednesday-09:00-09:55,Thursday-11:00-11:55",LHC-12-Capacity:200
Mathematics,MA4080,Measure and Integration,3.00,Dr. Aiyappan S,Dr. Aiyappan S,1-6,B_JAN26-APR26,"Monday-10:00-10:55,Wednesday-09:00-09:55,Thursday-11:00-11:55",MA-01 (Capacity -56)
Mathematics,MA5070,Modules and Fields,3.00,Dr. Mrinmoy Datta,Dr. Mrinmoy Datta,1-6,Q_JAN26-APR26,"Monday-16:00-17:25,Thursday-14:30-15:55",MA-01 (Capacity -56)
Mathematics,MA4090,Multivariable Calculus,3.00,Dr. Bhakti Bhusan Manna,Dr. Bhakti Bhusan Manna,1-6,D_JAN26-APR26,"Monday-12:00-12:55,Tuesday-09:00-09:55,Friday-11:00-11:55",MA-01 (Capacity -56)
Mathematics,MA3330,Number Theory in Function Fields,3.00,Dr. Venkata Ganapathi Narasimha Kumar Ch,Dr. Venkata Ganapathi Narasimha Kumar Ch,1-6,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",MA-02 (Capacity -56)
Mathematics,MA5363,Numerical Methods for Solving ODEs,3.00,Dr. Jyotirmoy Rana,Dr. Jyotirmoy Rana,1-6,A_JAN26-APR26,"Monday-09:00-09:55,Wednesday-11:00-11:55,Thursday-10:00-10:55",MA-02 (Capacity -56)
Mathematics,MA6090,Operator Theory,3.00,Dr. Ramesh G,Dr. Ramesh G,1-6,D_JAN26-APR26,"Monday-12:00-12:55,Tuesday-09:00-09:55,Friday-11:00-11:55",MA-114 (Capacity -30)
Mathematics,MA2030,Ordinary Differential Equations,3.00,Dr. Sukumar D,Dr. Sukumar D,1-6,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",MA-01 (Capacity -56)
Mathematics,MA4030,Ordinary Differential Equations,3.00,Dr. Sukumar D,Dr. Sukumar D,1-6,E_JAN26-APR26,"Tuesday-10:00-10:55,Thursday-12:00-12:55,Friday-09:00-09:55",MA-01 (Capacity -56)
Mathematics,MA5143,Predictive Modelling,3.00,Dr. Sayantee Jana,Dr. Sayantee Jana,1-6,S_JAN26-APR26,"Tuesday-16:00-17:25,Friday-14:30-15:55",MA-01 (Capacity -56)
Mathematics,MA5253,Principles of Statistical Inference,3.00,Dr. Sayantee Jana,Dr. Sayantee Jana,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",MA-114 (Capacity -30)
Mathematics,MA5415,Project II,3.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Mathematics,MA5425,Project III,3.00,Unspecified,Unspecified,1-6,Project,Project,Project - No Classroom required
Mathematics,MA5260,Reproducing Kernel Hilbert Spaces,3.00,Dr. Deepak Kumar Pradhan,Dr. Deepak Kumar Pradhan,1-6,R_JAN26-APR26,"Tuesday-14:30-15:55,Friday-16:00-17:25",MA-02 (Capacity -56)
Mathematics,MA1230,Series of Functions,1.00,Dr. Balasubramaniam Jayaram,Dr. Balasubramaniam Jayaram,1-2,A_JAN26-APR26,"Monday-09:00-09:55,Wednesday-11:00-11:55,Thursday-10:00-10:55",LHC-12-Capacity:200
Mathematics,MA5510,Spectral Graph Theory,3.00,Dr. M Rajesh Kannan,Dr. M Rajesh Kannan,1-6,P_JAN26-APR26,"Monday-14:30-15:55,Thursday-16:00-17:25",MA-114 (Capacity -30)
Mathematics,MA2003,Statistical concepts and reasoning,3.00,Dr. Sameen Naqvi,Dr. Sameen Naqvi,1-6,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55",MA-02 (Capacity -56)
Mathematics,MA6020,Topics in Algebra,3.00,Dr. Pradipto Banerjee,Dr. Pradipto Banerjee,1-6,Q_JAN26-APR26,"Monday-16:00-17:25,Thursday-14:30-15:55",MA-114 (Capacity -30)
Mathematics,MA5040,Topology,3.00,Dr. M Rajesh Kannan,Dr. M Rajesh Kannan,1-6,C_JAN26-APR26,"Wednesday-10:00-10:55,Thursday-09:00-09:55,Monday-11:01-11:55",MA-01 (Capacity -56)
Mathematics,MA6050,Wavelets and Applications,3.00,Dr. Subrahmanya Sastry Challa,Dr. Subrahmanya Sastry Challa,1-6,G_JAN26-APR26,"Tuesday-12:00-12:55,Wednesday-12:00-12:55,Friday-12:00-12:55",MA-114 (Capacity -30)
